sample_name	amoxicillin	ampicillin	ceftriaxone	ciprofloxacin	gentamicin	levofloxacin	tetracycline	tobramycin
562.22469	NA	resistant	NA	intermediate	susceptible	NA	NA	susceptible
562.2247	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22471	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22472	NA	resistant	NA	intermediate	susceptible	NA	NA	susceptible
562.22473	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22474	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22477	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22624	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22498	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.225	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22522	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22523	NA	susceptible	NA	susceptible	intermediate	NA	NA	intermediate
562.22524	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22525	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22526	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22527	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22528	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22529	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.2253	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22531	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22532	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22533	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22534	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22535	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22536	NA	resistant	NA	resistant	susceptible	NA	NA	resistant
562.22537	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22538	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22521	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22499	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.2252	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22518	NA	resistant	NA	resistant	susceptible	NA	NA	resistant
562.22501	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22502	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22503	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.22504	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22505	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22506	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22507	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22508	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22509	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.2251	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22511	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22512	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22513	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22514	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22515	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22516	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22517	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22519	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22457	NA	resistant	NA	resistant	susceptible	NA	NA	resistant
562.22625	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22627	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22733	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22734	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22735	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22736	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22737	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22738	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.2274	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22732	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22741	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22743	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22744	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22745	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22746	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22747	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22748	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22749	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22742	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22731	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.2273	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22729	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22712	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22713	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22714	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22715	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22716	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22717	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.22718	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22719	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.2272	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22721	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22722	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22723	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22724	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22725	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22726	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22727	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22728	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.2275	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22751	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22752	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22753	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22775	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22776	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22777	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22778	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.22779	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.2278	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22781	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22782	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22783	NA	resistant	NA	resistant	susceptible	NA	NA	resistant
562.22784	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22785	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22786	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22787	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22788	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22789	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.2279	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22791	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22774	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22711	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22773	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22771	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22754	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.22755	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22756	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22757	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22758	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22759	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.2276	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22761	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22762	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22763	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22764	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22765	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22766	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.22767	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22768	NA	resistant	NA	resistant	susceptible	NA	NA	resistant
562.22769	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.2277	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22772	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.2271	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22709	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22708	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.22649	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.2265	NA	resistant	NA	resistant	resistant	NA	NA	intermediate
562.22651	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22652	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22653	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22654	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22655	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.22656	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22657	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22658	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22659	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.2266	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22661	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22662	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22663	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22664	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22665	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22648	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22666	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22647	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22645	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22628	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22629	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.2263	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22631	NA	susceptible	NA	resistant	susceptible	NA	NA	susceptible
562.22632	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22633	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22634	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22635	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.22636	NA	susceptible	NA	resistant	susceptible	NA	NA	susceptible
562.22637	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22638	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22639	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.2264	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22641	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22642	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22643	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22644	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22646	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22626	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22667	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22669	NA	resistant	NA	resistant	susceptible	NA	NA	resistant
562.22691	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.22692	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22693	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22694	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.22695	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22696	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22697	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22698	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22699	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.227	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.22701	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22702	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22703	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22704	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22705	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22706	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22707	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.2269	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22668	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22689	NA	resistant	NA	susceptible	intermediate	NA	NA	intermediate
562.22687	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.2267	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22671	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22672	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.22673	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22674	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22675	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22676	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22677	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.22678	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22679	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.2268	NA	resistant	NA	resistant	susceptible	NA	NA	resistant
562.22681	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22682	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22683	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22684	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22685	NA	resistant	NA	intermediate	resistant	NA	NA	resistant
562.22686	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22688	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.23715	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22455	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.22453	NA	susceptible	NA	susceptible	susceptible	NA	NA	susceptible
562.22942	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.22941	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2294	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22939	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22938	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22937	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22936	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22943	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22935	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22933	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.22932	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22931	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2293	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22929	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22928	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22927	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.22934	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22944	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22945	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22946	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22963	resistant	NA	NA	susceptible	intermediate	NA	NA	NA
562.22962	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22961	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2296	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22959	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22958	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22957	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22956	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22955	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22954	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22953	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22952	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22951	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.2295	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22949	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22948	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22947	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22926	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22925	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22924	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22923	susceptible	NA	NA	resistant	resistant	NA	NA	NA
562.22901	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.229	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22899	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22898	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22897	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22896	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22895	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22894	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22893	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22892	resistant	NA	NA	susceptible	resistant	NA	NA	NA
562.22891	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.2289	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22889	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22888	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22887	susceptible	NA	NA	susceptible	resistant	NA	NA	NA
562.22886	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22885	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22902	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22964	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22903	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22905	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22922	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22921	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.2292	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.22919	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22918	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.22917	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22916	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22915	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22914	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22913	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22912	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22911	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.2291	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22909	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22908	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22907	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22906	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22904	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22965	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22966	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22967	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23026	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23025	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23024	resistant	NA	NA	intermediate	resistant	NA	NA	NA
562.23023	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23022	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23021	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.2302	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23019	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23018	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23017	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23016	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23015	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23014	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23013	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23012	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23011	resistant	NA	NA	susceptible	intermediate	NA	NA	NA
562.2301	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23027	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23009	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23028	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.2303	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23047	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.23046	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23045	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23044	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23043	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23042	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23041	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2304	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23039000000006	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23038	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23037	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23036	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23035	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23034	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23033	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23032	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23031	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23029	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.22884	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23008	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23006	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22984	resistant	NA	NA	susceptible	intermediate	NA	NA	NA
562.22983	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22982	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22981	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2298	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22979	resistant	NA	NA	susceptible	resistant	NA	NA	NA
562.22978	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22977	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22976	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22975	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22974	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22973	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22972	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22971	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2297	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22969	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22968	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22985	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23007	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22986	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22988	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23005	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23004	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23003	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23002	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23001	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22999	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22998	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22997	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.22996	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22995	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22994	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22993	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22992	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.22991	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2299	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22989	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22987	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22454	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.22883	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.22881	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.1908	NA	NA	intermediate	NA	NA	NA	NA	NA
562.19081	NA	NA	resistant	NA	NA	NA	NA	NA
562.19082	NA	NA	resistant	NA	NA	NA	NA	NA
562.19083	NA	NA	resistant	NA	NA	NA	NA	NA
562.19084	NA	NA	resistant	NA	NA	NA	NA	NA
562.19085	NA	NA	resistant	NA	NA	NA	NA	NA
562.19086	NA	NA	resistant	NA	NA	NA	NA	NA
562.19078	NA	NA	resistant	NA	NA	NA	NA	NA
562.19151	NA	resistant	NA	susceptible	susceptible	NA	NA	NA
562.19185	NA	NA	NA	NA	NA	NA	susceptible	NA
